log: Loading Employee Data
log: Loading Ticket Data
log: Loading Ticket Data
log: Creating Work Orders
log: Writing Work Orders
log: C371676264-4,Merle,Gosnell,T739066599-8,10/21/2020 12:50,04/18/2024 12:07:04,E152075054-4,Kamilah,Domengue,10/22/2020 7:24
log: C311427430-7,Merrili,McGown,T613397229-7,10/21/2020 12:51,04/18/2024 12:07:04,E769348203-2,Anthony,Maven,10/22/2020 7:36,Microsoft_Certified
log: C314113004-3,Star,Govinlock,T971862696-4,10/21/2020 12:51,04/18/2024 12:07:04,E966724500-4,Carlita,Elsie,10/22/2020 7:41
log: C809529373-3,Galina,Eastment,T877392513-6,10/21/2020 12:52,04/18/2024 12:07:04,E709721373-6,Arvin,Andreolli,10/22/2020 7:45
log: C553406773-X,Stanford,Guinnane,T805173193-X,10/21/2020 12:53,04/18/2024 12:07:04,E526547558-3,Giacobo,Karus,10/22/2020 8:04
log: C314837383-9,Clerkclaude,Barbie,T303441883-3,10/21/2020 12:53,04/18/2024 12:07:04,E948802623-5,Lilia,Bowen,10/22/2020 8:12,CompTIA_Server+
log: C172807768-0,Penn,Plumridge,T440051310-6,10/21/2020 12:54,04/18/2024 12:07:04,E130761876-6,Marys,Gawke,10/22/2020 8:30
log: C820555822-1,Letisha,Hugland,T005706971-9,10/21/2020 12:55,04/18/2024 12:07:04,E015523682-2,Pennie,Windus,10/22/2020 8:46
log: C841328752-9,Lucinda,Ware,T260323313-0,10/21/2020 12:56,04/18/2024 12:07:04,E175414192-7,Fowler,Braam,10/22/2020 8:46
log: C442465194-0,Jake,Riceards,T326475560-2,10/21/2020 12:57,04/18/2024 12:07:04,E978092756-5,Tove,Dodds,10/22/2020 8:50,Microsoft_Certified
log: C407078578-7,Lisle,Ormston,T363716724-7,10/21/2020 12:57,04/18/2024 12:07:04,E179573631-3,Coleen,Punshon,10/22/2020 8:55
log: C019176862-6,Bron,Gatrill,T313774871-2,10/21/2020 12:58,04/18/2024 12:07:04,E936422760-3,Libbie,Caulcott,10/22/2020 9:08
log: C048304265-X,Leoine,Seakings,T184640187-9,10/21/2020 12:58,04/18/2024 12:07:04,E176224889-1,Nicky,Connikie,10/22/2020 9:17
log: C104381063-3,Enid,Hamlet,T555879366-X,10/21/2020 12:59,04/18/2024 12:07:04,E540690812-X,Diena,Kuzemka,10/22/2020 9:30,CompTIA_Server+
log: C207326162-0,Emelina,Moryson,T161920650-1,10/21/2020 13:04,04/18/2024 12:07:04,E947010894-9,Leroi,Perrycost,10/22/2020 9:39
log: C726013581-6,Jaquelin,Bartolomeazzi,T552771630-2,10/21/2020 13:05,04/18/2024 12:07:04,E749294844-1,Alys,Cressar,10/22/2020 9:40
log: C184854980-6,Magdalene,Helstrip,T495982076-4,10/21/2020 13:06,04/18/2024 12:07:04,E861822168-6,Anet,Deinhardt,10/22/2020 9:59
log: C971474269-2,Danette,Croke,T821817370-6,10/21/2020 13:08,04/18/2024 12:07:04,E957693141-X,Philis,Whinray,10/22/2020 10:03,Microsoft_Certified
log: C785553255-2,Gery,Cressor,T135188950-8,10/21/2020 13:08,04/18/2024 12:07:04,E612694158-6,Tobi,Blenkinsop,10/22/2020 10:07
log: C678124753-0,Enrichetta,Hansed,T602275829-7,10/21/2020 13:10,04/18/2024 12:07:04,E553195157-4,Andree,Gowans,10/22/2020 10:08
log: C227634646-9,Merle,Ankrett,T801677583-7,10/21/2020 13:19,04/18/2024 12:07:04,E846421296-8,Amabel,Callis,10/22/2020 10:51
log: C841091029-2,Jessy,Wildblood,T525078718-5,10/21/2020 13:22,04/18/2024 12:07:04,E660836158-0,Hammad,Snead,10/22/2020 10:53,CompTIA_Server+
log: C196875425-3,Andi,Road,T471412168-5,10/21/2020 13:23,04/18/2024 12:07:04,E237806840-9,Ashia,Brydie,10/22/2020 10:58
log: C466346222-7,Sherwood,Beglin,T287876802-7,10/21/2020 13:26,04/18/2024 12:07:04,E449866299-7,Morgen,Liversedge,10/22/2020 11:17
log: C986982276-2,Mureil,Ledrane,T736015455-3,10/21/2020 13:28,04/18/2024 12:07:04,E395893225-8,Berky,Siddaley,10/22/2020 11:29
log: C521253762-2,Mycah,Sinson,T241011036-3,10/21/2020 13:29,04/18/2024 12:07:04,E478507098-6,Shep,Coatsworth,10/22/2020 11:45,Microsoft_Certified
log: C854436061-0,Tamara,Dabernott,T205239453-2,10/21/2020 13:30,04/18/2024 12:07:04,E046121394-X,Carlyn,Glanville,10/22/2020 12:09
log: C025455217-X,Artie,Laurentino,T424546916-1,10/21/2020 13:31,04/18/2024 12:07:04,E952105906-0,Zebadiah,Whitsun,10/22/2020 12:27
log: C106721521-2,Jodi,Downer,T760037497-8,10/21/2020 13:32,04/18/2024 12:07:04,E716799988-1,Torey,Smithe,10/22/2020 12:35
log: C704389467-0,Winifield,Morforth,T908189665-2,10/21/2020 13:32,04/18/2024 12:07:04,E955623057-2,Steffane,St Quenin,10/22/2020 13:12,CompTIA_Server+
log: C550937255-9,Lisbeth,Aldhous,T370606097-3,10/21/2020 13:32,04/18/2024 12:07:04,E068397496-3,Dorise,Branchet,10/22/2020 13:23
log: C866933957-9,Abby,Matchett,T353358731-2,10/21/2020 13:33,04/18/2024 12:07:04,E718792150-0,Rosmunda,Lowfill,10/22/2020 13:24
log: C672649867-5,Jozef,O'Crigane,T266486202-2,10/21/2020 13:35,04/18/2024 12:07:04,E068439228-3,Lory,Lauchlan,10/22/2020 13:25
log: C601855988-9,Jimmy,Guinane,T671547915-1,10/21/2020 13:37,04/18/2024 12:07:04,E735007084-5,Keslie,Comsty,10/22/2020 13:40,Microsoft_Certified
log: C657403983-5,Herschel,Royle,T562233091-2,10/21/2020 13:40,04/18/2024 12:07:04,E848746700-8,Bobby,Dallon,10/22/2020 13:41
log: C956733105-7,Jordain,Gawith,T320726030-6,10/21/2020 13:41,04/18/2024 12:07:04,E191500809-3,Nickolaus,Lafont,10/22/2020 13:47
log: C023146394-4,Cordie,Blanchard,T318606398-1,10/21/2020 13:42,04/18/2024 12:07:04,E649762503-8,Jock,Druett,10/22/2020 13:48
log: C136445960-4,Trefor,McGruar,T888199433-X,10/21/2020 13:44,04/18/2024 12:07:04,E247421236-1,Raymund,Dufour,10/22/2020 13:59,CompTIA_Server+
log: C932553529-7,Dierdre,McGannon,T176494765-7,10/21/2020 13:45,04/18/2024 12:07:04,E280380973-7,Lazar,Packwood,10/22/2020 14:00
log: C600507727-9,Imogen,Boston,T598958834-8,10/21/2020 13:47,04/18/2024 12:07:04,E436229125-3,Faber,Denziloe,10/22/2020 14:22
log: C436737770-9,Fey,Durno,T833289063-2,10/21/2020 13:50,04/18/2024 12:07:04,E678727583-8,Jaquenetta,Drivers,10/22/2020 14:41
log: C024959567-2,Etti,Yeoman,T100492527-1,10/21/2020 13:52,04/18/2024 12:07:04,E532143762-9,Maxie,Brentnall,10/22/2020 15:03,Microsoft_Certified
log: C525450154-5,Isadore,Lanning,T911627816-X,10/21/2020 13:52,04/18/2024 12:07:04,E409830565-8,Carney,Minker,10/22/2020 15:05
log: C795016552-9,Colan,Golding,T252819235-5,10/21/2020 13:52,04/18/2024 12:07:04,E852411464-9,Missie,Shoebottom,10/22/2020 15:19
log: C205188891-4,Isabelle,Dowdam,T549373741-8,10/21/2020 13:52,04/18/2024 12:07:04,E244030467-0,Imelda,Maddocks,10/22/2020 15:23
log: C107769413-X,Trumann,Spenton,T722723203-4,10/21/2020 13:58,04/18/2024 12:07:04,E491766151-X,Jacqui,Minghella,10/22/2020 15:46,CompTIA_Server+
log: C943318229-4,Jorry,Cowx,T665894023-1,10/21/2020 14:00,04/18/2024 12:07:04,E080544963-9,Celeste,Gue,10/22/2020 17:40
log: C464509742-3,Angie,Dax,T270244826-7,10/21/2020 14:01,04/18/2024 12:07:04,E278439692-4,Drusie,MacCague,10/22/2020 17:46
log: C312632836-9,Mathilda,Zarfati,T661330373-9,10/21/2020 14:03,04/18/2024 12:07:04,E921050002-4,Ashly,Brettor,10/22/2020 17:52
log: C752741801-X,Johnathan,Rhys,T695790384-2,10/21/2020 14:08,04/18/2024 12:07:04,E199205436-3,Carmelita,Wyse,10/22/2020 17:53,Microsoft_Certified
log: C507541245-9,Joy,Faivre,T777038561-X,10/21/2020 14:09,04/18/2024 12:07:04,E460510684-7,Zola,Petrillo,10/22/2020 18:09
log: C359279585-6,Kare,Calf,T155960908-7,10/21/2020 14:09,04/18/2024 12:07:04,E583827349-6,Lillis,Hallbord,10/22/2020 18:09
log: C743727008-0,Salomo,Rentenbeck,T902925248-0,10/21/2020 14:10,04/18/2024 12:07:04,E250230035-5,Agustin,Bonas,10/22/2020 18:17
log: C221281095-4,Ken,Weekes,T595917300-X,10/21/2020 14:11,04/18/2024 12:07:04,E066662186-1,Florella,Eggerton,10/22/2020 18:18,CompTIA_Server+
log: C779820909-3,Carin,Swainston,T315901717-6,10/21/2020 14:13,04/18/2024 12:07:04,E915433789-5,Constantia,Littrell,10/22/2020 18:42
log: C407631860-9,Rosamond,Folley,T994917413-9,10/21/2020 14:16,04/18/2024 12:07:04,E229381915-9,Corissa,Leese,10/22/2020 18:52
log: C184443715-9,Matthias,Hackelton,T272303090-3,10/21/2020 14:16,04/18/2024 12:07:04,E807562006-2,Loren,Brecher,10/22/2020 19:16
log: C346968221-6,Elicia,Clegg,T650951685-3,10/21/2020 14:17,04/18/2024 12:07:04,E891626253-4,Leena,Worman,10/22/2020 19:53,Microsoft_Certified
log: C768244416-9,Trey,Hendrick,T144699913-0,10/21/2020 14:18,04/18/2024 12:07:04,E528861241-2,Emelda,Mesant,10/22/2020 20:08
log: C506918751-1,Loria,Sasser,T040114064-4,10/21/2020 14:23,04/18/2024 12:07:04,E590398301-4,Quincy,Caneo,10/22/2020 21:19
log: C579438587-1,Dewitt,MacNeice,T209493036-X,10/21/2020 14:24,04/18/2024 12:07:04,E191932958-7,Loren,Nanuccioi,10/22/2020 21:39
log: C578629322-X,Clark,Kienl,T933975033-0,10/21/2020 14:24,04/18/2024 12:07:04,E798518349-3,Durand,McKibbin,10/22/2020 22:12,CompTIA_Server+
log: C263453584-8,Alvera,Thurlby,T774061720-2,10/21/2020 14:29,04/18/2024 12:07:04,E163057678-6,Correy,Bowlesworth,10/22/2020 22:58
log: C277739666-3,Averell,Archell,T159965539-X,10/21/2020 14:31,04/18/2024 12:07:04,E247884184-3,Geno,Van den Oord,10/22/2020 23:10
log: C142488838-7,Quentin,Redferne,T398674630-7,10/21/2020 14:31,04/18/2024 12:07:04,E777701112-X,Cleopatra,Gotling,10/22/2020 23:17
log: C918709798-2,Ashley,Scamerden,T634465970-X,10/21/2020 14:31,04/18/2024 12:07:04,E219851480-X,Barbabas,Bathow,10/22/2020 23:22,Microsoft_Certified
log: C804755371-2,Whitney,Dudson,T379745565-8,10/21/2020 14:35,04/18/2024 12:07:04,E569321738-8,Emelita,Cuthbertson,10/22/2020 0:00
log: C709537754-5,Christoper,Snuggs,T222790753-3,10/21/2020 14:36,04/18/2024 12:07:04,E002730958-4,Anette,Nare,10/22/2020 0:37
log: C847981228-1,Zollie,Hadny,T073473002-0,10/21/2020 14:37,04/18/2024 12:07:04,E173766832-7,Galvan,Barke,10/22/2020 0:43
log: C737967553-2,Arney,Brighty,T800130548-1,10/21/2020 14:38,04/18/2024 12:07:04,E767582271-4,Horatius,Scobie,10/22/2020 0:44,Microsoft_Certified
log: C641501239-8,Rheba,Barroux,T714057527-4,10/21/2020 14:38,04/18/2024 12:07:04,E994400969-5,Lucky,Slessar,10/22/2020 0:46
log: C921243704-4,Franz,Attow,T563917064-6,10/21/2020 14:39,04/18/2024 12:07:04,E238784262-6,Geoffry,Mattusov,10/22/2020 0:48
log: C725002155-9,Wash,Welfair,T189805968-3,10/21/2020 14:41,04/18/2024 12:07:04,E549193235-3,Rab,Dedham,10/22/2020 0:49
log: C347775251-1,Arlana,Tregea,T283867900-7,10/21/2020 14:41,04/18/2024 12:07:04,E932383184-0,Magdalen,Habble,10/22/2020 1:14,CompTIA_Server+
log: C076493965-3,Giralda,Checchetelli,T984185335-3,10/21/2020 14:44,04/18/2024 12:07:04,E098634491-5,Andie,Rankine,10/22/2020 1:28
log: C815678291-7,Livia,Giberd,T532141621-4,10/21/2020 14:44,04/18/2024 12:07:04,E035866010-6,Malissa,Mummery,10/22/2020 2:01
log: C075796225-4,Eward,Yansons,T719879684-2,10/21/2020 14:44,04/18/2024 12:07:04,E628590413-8,Robby,Axworthy,10/22/2020 2:09
log: C753417378-7,Bryce,Candelin,T867477186-6,10/21/2020 14:44,04/18/2024 12:07:04,E259950699-9,Lindy,Rops,10/22/2020 2:30,Microsoft_Certified
log: C909468225-7,Jeane,McCleod,T195665566-2,10/21/2020 14:45,04/18/2024 12:07:04,E268775104-9,Bealle,Jira,10/22/2020 2:41
log: C766396389-X,Kendall,Loveland,T266444851-X,10/21/2020 14:46,04/18/2024 12:07:04,E370350098-0,Meris,Stockton,10/22/2020 2:42
log: C649842095-2,Adel,Torbeck,T296325563-2,10/21/2020 14:46,04/18/2024 12:07:04,E874903957-1,Cleavland,Greggersen,10/22/2020 2:49
log: C946564902-3,Frans,Saxton,T821506055-2,10/21/2020 14:48,04/18/2024 12:07:04,E316442525-2,Chucho,Seres,10/22/2020 2:59,CompTIA_Server+
log: C048101341-5,Roberto,Mcimmie,T360024599-6,10/21/2020 14:49,04/18/2024 12:07:04,E122366432-5,Ruy,Dun,10/22/2020 3:11
log: C954460240-2,Shawn,Gercken,T618721992-9,10/21/2020 14:50,04/18/2024 12:07:04,E223725169-X,Dorise,Zimmermanns,10/22/2020 3:29
log: C030003324-9,Massimo,Bride,T704035824-7,10/21/2020 14:52,04/18/2024 12:07:04,E265604863-X,Lindsey,Harpham,10/22/2020 3:33
log: C619195790-4,Derron,Henrys,T317749122-4,10/21/2020 14:52,04/18/2024 12:07:04,E564877819-8,Horatio,Roll,10/22/2020 3:38,Microsoft_Certified
log: C373170703-9,Ambrosi,Angear,T310777652-1,10/21/2020 14:53,04/18/2024 12:07:04,E728914929-7,Rustin,Burds,10/22/2020 3:52
log: C760979081-8,Adena,Gidley,T989187081-2,10/21/2020 14:53,04/18/2024 12:07:04,E573157662-9,Sabrina,Laying,10/22/2020 3:53
log: C927877819-2,Viviyan,Poacher,T973162562-3,10/21/2020 14:55,04/18/2024 12:07:04,E389203237-8,Meir,Root,10/22/2020 4:08
log: C602551408-9,Cecil,Darleston,T594745740-7,10/21/2020 14:55,04/18/2024 12:07:04,E768080015-4,Katy,Plumridge,10/22/2020 4:19,CompTIA_Server+
log: C147194210-4,Andrea,Roseveare,T236820761-9,10/21/2020 14:56,04/18/2024 12:07:04,E100181454-1,Hilly,Malling,10/22/2020 4:28
log: C819371076-2,Cookie,Lockless,T036441523-1,10/21/2020 14:56,04/18/2024 12:07:04,E787184931-X,Etta,Gravett,10/22/2020 4:31
log: C865076856-3,Tabby,Jewkes,T107569985-1,10/21/2020 14:57,04/18/2024 12:07:04,E047885023-9,Thaddeus,Gopsall,10/22/2020 4:57
log: C495594359-4,Tory,Khilkov,T669703951-5,10/21/2020 14:59,04/18/2024 12:07:04,E311106623-1,Virgie,Parkhouse,10/22/2020 5:16,Microsoft_Certified
log: C603250659-2,Idell,Worvell,T985718171-6,10/21/2020 15:02,04/18/2024 12:07:04,E989964449-8,Karlyn,Lamberth,10/22/2020 5:24
log: C177846706-7,Fred,Wimlett,T916099726-5,10/21/2020 15:04,04/18/2024 12:07:04,E768251656-9,Valdemar,O'Donegan,10/22/2020 5:40
log: C139210152-2,Susannah,Gerriets,T020390603-9,10/21/2020 15:05,04/18/2024 12:07:04,E425282392-7,Wyatan,Gumley,10/22/2020 6:13
log: C830767098-5,Trevor,Riddick,T365916376-7,10/21/2020 15:06,04/18/2024 12:07:04,E161606676-8,Ted,Matteotti,10/22/2020 6:45,CompTIA_Server+
log: C098917472-7,Jefferson,Blenkinsop,T510916361-8,10/21/2020 15:08,04/18/2024 12:07:04,E400109914-4,Prudi,Steuart,10/22/2020 6:50
log: C139400865-1,Cullen,De Ambrosis,T321011887-6,10/21/2020 15:08,04/18/2024 12:07:04,E279958770-4,Keely,Hanham,10/22/2020 7:22
log: C278661799-5,Dukie,Flury,T101269246-9,10/21/2020 15:08,04/18/2024 12:07:04,E152075054-4,Kamilah,Domengue,10/22/2020 7:24
log: C182455481-8,Stan,Cozzi,T003812404-1,10/21/2020 15:09,04/18/2024 12:07:04,E769348203-2,Anthony,Maven,10/22/2020 7:36,Microsoft_Certified
log: C888487553-6,Jarib,Le Grove,T183119856-8,10/21/2020 15:10,04/18/2024 12:07:04,E966724500-4,Carlita,Elsie,10/22/2020 7:41
log: C561573401-9,Willette,Maker,T763017359-8,10/21/2020 15:15,04/18/2024 12:07:04,E709721373-6,Arvin,Andreolli,10/22/2020 7:45
log: C647864555-X,Lorilee,Rapp,T028659073-5,10/21/2020 15:15,04/18/2024 12:07:04,E526547558-3,Giacobo,Karus,10/22/2020 8:04
log: C327417897-7,Egan,Strond,T340922479-3,10/21/2020 15:16,04/18/2024 12:07:04,E948802623-5,Lilia,Bowen,10/22/2020 8:12,CompTIA_Server+
log: C900632735-2,Jimmie,Cattellion,T269469233-8,10/21/2020 15:16,04/18/2024 12:07:04,E130761876-6,Marys,Gawke,10/22/2020 8:30
log: C000622838-0,Kellina,Crinidge,T383378161-0,10/21/2020 15:20,04/18/2024 12:07:04,E015523682-2,Pennie,Windus,10/22/2020 8:46
log: C310340221-X,Lek,Tales,T905532196-6,10/21/2020 15:20,04/18/2024 12:07:04,E175414192-7,Fowler,Braam,10/22/2020 8:46
log: C355225404-8,Blanche,Kinsett,T529394320-0,10/21/2020 15:24,04/18/2024 12:07:04,E978092756-5,Tove,Dodds,10/22/2020 8:50,Microsoft_Certified
log: C241287335-6,Rina,Simonazzi,T238907575-4,10/21/2020 15:24,04/18/2024 12:07:04,E179573631-3,Coleen,Punshon,10/22/2020 8:55
log: C692005563-5,Ag,Hanney,T336894910-1,10/21/2020 15:25,04/18/2024 12:07:04,E936422760-3,Libbie,Caulcott,10/22/2020 9:08
log: C919549711-0,Roscoe,Tollady,T596261776-2,10/21/2020 15:25,04/18/2024 12:07:04,E176224889-1,Nicky,Connikie,10/22/2020 9:17
log: C900415019-6,Chelsea,Willetts,T103470948-8,10/21/2020 15:25,04/18/2024 12:07:04,E540690812-X,Diena,Kuzemka,10/22/2020 9:30,CompTIA_Server+
log: C035921862-8,Sondra,Pitkeathley,T887452459-5,10/21/2020 15:25,04/18/2024 12:07:04,E947010894-9,Leroi,Perrycost,10/22/2020 9:39
log: C828568209-9,Rudy,Derricoat,T612190783-5,10/21/2020 15:26,04/18/2024 12:07:04,E749294844-1,Alys,Cressar,10/22/2020 9:40
log: C670209038-2,Emmerich,Abels,T723302739-0,10/21/2020 15:27,04/18/2024 12:07:04,E861822168-6,Anet,Deinhardt,10/22/2020 9:59
log: C188777768-7,Ailyn,Mordue,T106225033-8,10/21/2020 15:30,04/18/2024 12:07:04,E957693141-X,Philis,Whinray,10/22/2020 10:03,Microsoft_Certified
log: C682726420-3,Lucine,Womersley,T968368646-X,10/21/2020 15:34,04/18/2024 12:07:04,E612694158-6,Tobi,Blenkinsop,10/22/2020 10:07
log: C641372823-X,Nichols,Feavearyear,T530312051-1,10/21/2020 15:37,04/18/2024 12:07:04,E553195157-4,Andree,Gowans,10/22/2020 10:08
log: C097002213-1,Marcia,Ferneley,T210791267-X,10/21/2020 15:41,04/18/2024 12:07:04,E846421296-8,Amabel,Callis,10/22/2020 10:51
log: C479595006-7,Herb,Keenleyside,T923684644-0,10/21/2020 15:45,04/18/2024 12:07:04,E660836158-0,Hammad,Snead,10/22/2020 10:53,CompTIA_Server+
log: C419204880-9,Hillary,Geyton,T215274426-8,10/21/2020 15:46,04/18/2024 12:07:04,E237806840-9,Ashia,Brydie,10/22/2020 10:58
log: C062664357-0,Briggs,Shepland,T738187014-2,10/21/2020 15:46,04/18/2024 12:07:04,E449866299-7,Morgen,Liversedge,10/22/2020 11:17
log: C184242776-8,Mommy,Snowdon,T699304578-8,10/21/2020 15:47,04/18/2024 12:07:04,E395893225-8,Berky,Siddaley,10/22/2020 11:29
log: C937643892-2,Arley,Forber,T512724483-7,10/21/2020 15:48,04/18/2024 12:07:04,E478507098-6,Shep,Coatsworth,10/22/2020 11:45,Microsoft_Certified
log: C923668912-4,Erika,Rigden,T195382422-6,10/21/2020 15:48,04/18/2024 12:07:04,E046121394-X,Carlyn,Glanville,10/22/2020 12:09
log: C899522986-1,Selia,Keddle,T135180784-6,10/21/2020 15:50,04/18/2024 12:07:04,E952105906-0,Zebadiah,Whitsun,10/22/2020 12:27
log: C248592390-6,Balduin,Lound,T738959917-0,10/21/2020 15:51,04/18/2024 12:07:04,E716799988-1,Torey,Smithe,10/22/2020 12:35
log: C986275891-0,Ulberto,Ruskin,T417847482-0,10/21/2020 15:55,04/18/2024 12:07:04,E955623057-2,Steffane,St Quenin,10/22/2020 13:12,CompTIA_Server+
log: C868710249-6,Torry,Essel,T905320131-9,10/21/2020 15:56,04/18/2024 12:07:04,E068397496-3,Dorise,Branchet,10/22/2020 13:23
log: C232847816-6,Twila,Littlepage,T623641607-9,10/21/2020 15:57,04/18/2024 12:07:04,E718792150-0,Rosmunda,Lowfill,10/22/2020 13:24
log: C909691634-4,Guglielma,Whild,T515310026-X,10/21/2020 15:58,04/18/2024 12:07:04,E068439228-3,Lory,Lauchlan,10/22/2020 13:25
log: C801023217-3,Berkly,Bowne,T991819484-7,10/21/2020 15:58,04/18/2024 12:07:04,E735007084-5,Keslie,Comsty,10/22/2020 13:40,Microsoft_Certified
log: C432441056-9,Daryl,Ewenson,T053046435-7,10/21/2020 16:01,04/18/2024 12:07:04,E848746700-8,Bobby,Dallon,10/22/2020 13:41
log: C117034350-3,Berte,Cupper,T339951380-1,10/21/2020 16:04,04/18/2024 12:07:04,E191500809-3,Nickolaus,Lafont,10/22/2020 13:47
log: C468300774-6,Tobie,Scallon,T679486014-7,10/21/2020 16:07,04/18/2024 12:07:04,E649762503-8,Jock,Druett,10/22/2020 13:48
log: C503055694-X,Alejandrina,Hyland,T749622404-9,10/21/2020 16:12,04/18/2024 12:07:04,E247421236-1,Raymund,Dufour,10/22/2020 13:59,CompTIA_Server+
log: C201319325-4,Celisse,Sweed,T067231134-8,10/21/2020 16:12,04/18/2024 12:07:04,E280380973-7,Lazar,Packwood,10/22/2020 14:00
log: C200811754-5,Rees,Vasyutin,T564959493-7,10/21/2020 16:13,04/18/2024 12:07:04,E436229125-3,Faber,Denziloe,10/22/2020 14:22
log: C672679462-2,Padget,Bowdrey,T355705939-1,10/21/2020 16:13,04/18/2024 12:07:04,E678727583-8,Jaquenetta,Drivers,10/22/2020 14:41
log: C051617116-X,Jan,Higgoe,T639661597-5,10/21/2020 16:15,04/18/2024 12:07:04,E532143762-9,Maxie,Brentnall,10/22/2020 15:03,Microsoft_Certified
log: C230249274-9,Michaelina,Smalls,T475759435-6,10/21/2020 16:16,04/18/2024 12:07:04,E409830565-8,Carney,Minker,10/22/2020 15:05
log: C865122967-4,Iolande,Posen,T533700321-6,10/21/2020 16:16,04/18/2024 12:07:04,E852411464-9,Missie,Shoebottom,10/22/2020 15:19
log: C711274166-1,Natalie,Krollman,T973526688-1,10/21/2020 16:17,04/18/2024 12:07:04,E244030467-0,Imelda,Maddocks,10/22/2020 15:23
log: C393235608-X,Alaster,Climo,T740951664-X,10/21/2020 16:17,04/18/2024 12:07:04,E491766151-X,Jacqui,Minghella,10/22/2020 15:46,CompTIA_Server+
log: C816653881-4,Corinne,Twist,T671557528-2,10/21/2020 16:21,04/18/2024 12:07:04,E080544963-9,Celeste,Gue,10/22/2020 17:40
log: C649115361-4,Abner,Drayton,T113530083-6,10/21/2020 16:23,04/18/2024 12:07:04,E278439692-4,Drusie,MacCague,10/22/2020 17:46
log: C289778681-7,Mady,Pickerin,T206803063-2,10/21/2020 16:24,04/18/2024 12:07:04,E921050002-4,Ashly,Brettor,10/22/2020 17:52
log: C530654867-9,Bord,Marrian,T908730762-4,10/21/2020 16:24,04/18/2024 12:07:04,E199205436-3,Carmelita,Wyse,10/22/2020 17:53,Microsoft_Certified
log: C006799595-0,Deane,Comley,T051811471-6,10/21/2020 16:25,04/18/2024 12:07:04,E460510684-7,Zola,Petrillo,10/22/2020 18:09
log: C501389209-0,Nye,Commuzzo,T118931240-9,10/21/2020 16:26,04/18/2024 12:07:04,E583827349-6,Lillis,Hallbord,10/22/2020 18:09
log: C002655267-1,Brendan,Wortley,T577693200-9,10/21/2020 16:27,04/18/2024 12:07:04,E250230035-5,Agustin,Bonas,10/22/2020 18:17
log: C059537371-2,Allie,Shaves,T141782423-9,10/21/2020 16:32,04/18/2024 12:07:04,E066662186-1,Florella,Eggerton,10/22/2020 18:18,CompTIA_Server+
log: C373738932-2,Rorke,Rotte,T790859217-1,10/21/2020 16:33,04/18/2024 12:07:04,E915433789-5,Constantia,Littrell,10/22/2020 18:42
log: C688722950-1,Rubina,Yellowlee,T293858961-1,10/21/2020 16:35,04/18/2024 12:07:04,E229381915-9,Corissa,Leese,10/22/2020 18:52
log: C510248448-6,Aurelia,Gierek,T303625789-6,10/21/2020 16:35,04/18/2024 12:07:04,E807562006-2,Loren,Brecher,10/22/2020 19:16
log: C201067669-6,Rayner,Derrick,T379419690-2,10/21/2020 16:37,04/18/2024 12:07:04,E891626253-4,Leena,Worman,10/22/2020 19:53,Microsoft_Certified
log: C450087256-6,Marya,Jacquemot,T442228686-2,10/21/2020 16:38,04/18/2024 12:07:04,E528861241-2,Emelda,Mesant,10/22/2020 20:08
log: C982747154-6,Ansel,Procter,T370721691-8,10/21/2020 16:38,04/18/2024 12:07:04,E590398301-4,Quincy,Caneo,10/22/2020 21:19
log: C667082635-4,Aymer,Slowley,T054954689-8,10/21/2020 16:38,04/18/2024 12:07:04,E191932958-7,Loren,Nanuccioi,10/22/2020 21:39
log: C646200825-3,Karon,Fish,T802968520-3,10/21/2020 16:48,04/18/2024 12:07:04,E798518349-3,Durand,McKibbin,10/22/2020 22:12,CompTIA_Server+
log: C370105633-1,Earl,Hiskey,T189528956-4,10/21/2020 16:48,04/18/2024 12:07:04,E163057678-6,Correy,Bowlesworth,10/22/2020 22:58
log: C191557266-5,Kristian,Allin,T633480500-2,10/21/2020 16:50,04/18/2024 12:07:04,E247884184-3,Geno,Van den Oord,10/22/2020 23:10
log: C906829603-5,Gerhardt,Endon,T972862008-X,10/21/2020 16:51,04/18/2024 12:07:04,E777701112-X,Cleopatra,Gotling,10/22/2020 23:17
log: C423826566-1,Row,Ruffy,T663012428-6,10/21/2020 16:52,04/18/2024 12:07:04,E219851480-X,Barbabas,Bathow,10/22/2020 23:22,Microsoft_Certified
log: C339423750-4,Rurik,McNicol,T304471416-8,10/21/2020 16:52,04/18/2024 12:07:04,E569321738-8,Emelita,Cuthbertson,10/22/2020 0:00
log: C219822971-4,Cordi,Roostan,T890727443-6,10/21/2020 16:52,04/18/2024 12:07:04,E002730958-4,Anette,Nare,10/22/2020 0:37
log: C251471257-2,Jeth,Aristide,T708203513-6,10/21/2020 16:53,04/18/2024 12:07:04,E173766832-7,Galvan,Barke,10/22/2020 0:43
log: C646642020-5,Bowie,Faraker,T751904354-1,10/21/2020 16:55,04/18/2024 12:07:04,E767582271-4,Horatius,Scobie,10/22/2020 0:44,Microsoft_Certified
log: C855523506-5,Moira,MacLaverty,T943403563-5,10/21/2020 16:58,04/18/2024 12:07:04,E994400969-5,Lucky,Slessar,10/22/2020 0:46
log: C838643383-3,Nananne,Probyn,T172220922-4,10/21/2020 16:59,04/18/2024 12:07:04,E238784262-6,Geoffry,Mattusov,10/22/2020 0:48
